ds,yhat,yhat_lower,yhat_upper
2024-07-15,5.486928156363639,5.359361132346982,5.624186261574545
2024-07-16,5.488946752664297,5.360540823718686,5.605011664072849
2024-07-17,5.492704636045307,5.377264138102358,5.6234190825702965
2024-07-18,5.49277101854273,5.357537162067612,5.617054669481406
2024-07-19,5.497647853982196,5.364781782897744,5.617264996144028
2024-07-22,5.511642095790364,5.3810054660249165,5.629609564504003
2024-07-23,5.511606214084036,5.372881603999341,5.632801508610844
2024-07-24,5.513355004190075,5.386110324689539,5.63377575899338
2024-07-25,5.511457778800623,5.39378605246859,5.642108319669191
2024-07-26,5.514416634771521,5.385603871113771,5.630937775337642
2024-07-29,5.522943446552564,5.401553697715579,5.653685296532426
2024-07-30,5.521191594413842,5.39353255891926,5.648470936526928
2024-07-31,5.521287642340715,5.380140930799022,5.651951254214417
2024-08-01,5.5178099350733385,5.4014520337064225,5.639487545264017
